hora_do_dia,meio_de_pagamento,valor,nome_cafe,periodo_do_dia,dia_da_semana,nome_mes,ordem_dia,ordem_mes,data,hora
12,Débito,37.41,Cappuccino,Tarde,Dom,Out,7,10,2024-10-13,12:23:03.511000
13,Débito,39.6,Americano com Leite,Tarde,Dom,Out,7,10,2024-10-13,13:27:28.624000
13,Crédito,29.0,Cortado,Tarde,Dom,Out,7,10,2024-10-13,13:54:43.046000
14,Crédito,37.43,Cappuccino,Tarde,Dom,Out,7,10,2024-10-13,14:09:07.490000
14,Débito,28.43,Americano,Tarde,Dom,Out,7,10,2024-10-13,14:44:18.032000
14,Crédito,39.15,Latte,Tarde,Dom,Out,7,10,2024-10-13,14:54:30.685000
15,Alimentação,39.87,Americano com Leite,Tarde,Dom,Out,7,10,2024-10-13,15:23:59.816000
15,Crédito,19.02,Espresso,Tarde,Dom,Out,7,10,2024-10-13,15:32:05.855000
18,Alimentação,18.15,Espresso,Noite,Dom,Out,7,10,2024-10-13,18:15:38.125000
6,Pix,40.1,Latte,Manhã,Seg,Out,1,10,2024-10-14,06:37:32.220000
7,Débito,37.4,Latte,Manhã,Seg,Out,1,10,2024-10-14,07:04:08.155000
8,Pix,40.58,Chocolate Quente,Manhã,Seg,Out,1,10,2024-10-14,08:32:18.451000
12,Crédito,38.94,Cappuccino,Tarde,Seg,Out,1,10,2024-10-14,12:14:50.907000
14,Pix,40.4,Chocolate Quente,Tarde,Seg,Out,1,10,2024-10-14,14:43:40.829000
16,Pix,29.71,Americano,Tarde,Seg,Out,1,10,2024-10-14,16:45:35.240000
19,Pix,36.87,Latte,Noite,Seg,Out,1,10,2024-10-14,19:16:24.686000
9,Pix,37.54,Cappuccino,Manhã,Ter,Out,2,10,2024-10-15,09:35:03.572000
9,Débito,38.17,Latte,Manhã,Ter,Out,2,10,2024-10-15,09:42:59.044000
11,Crédito,27.5,Americano,Manhã,Ter,Out,2,10,2024-10-15,11:20:50.446000
13,Alimentação,38.35,Latte,Tarde,Ter,Out,2,10,2024-10-15,13:36:26.991000
8,Débito,38.28,Latte,Manhã,Qua,Out,3,10,2024-10-16,08:40:00.955000
9,Alimentação,28.77,Americano,Manhã,Qua,Out,3,10,2024-10-16,09:09:39.942000
9,Crédito,40.53,Cappuccino,Manhã,Qua,Out,3,10,2024-10-16,09:12:49.269000
9,Débito,37.67,Americano com Leite,Manhã,Qua,Out,3,10,2024-10-16,09:15:58.355000
10,Pix,29.94,Americano,Manhã,Qua,Out,3,10,2024-10-16,10:00:03.025000
11,Débito,40.38,Latte,Manhã,Qua,Out,3,10,2024-10-16,11:57:37.339000
12,Pix,18.24,Espresso,Tarde,Qua,Out,3,10,2024-10-16,12:01:39.888000
12,Alimentação,29.41,Cortado,Tarde,Qua,Out,3,10,2024-10-16,12:37:22.920000
14,Débito,40.07,Latte,Tarde,Qua,Out,3,10,2024-10-16,14:42:08.911000
17,Alimentação,38.31,Latte,Tarde,Qua,Out,3,10,2024-10-16,17:37:32.991000
9,Pix,29.71,Cacau,Manhã,Qui,Out,4,10,2024-10-17,09:22:06.540000
13,Débito,17.96,Espresso,Tarde,Qui,Out,4,10,2024-10-17,13:04:39.055000
13,Crédito,36.92,Cappuccino,Tarde,Qui,Out,4,10,2024-10-17,13:22:00.879000
13,Débito,19.28,Espresso,Tarde,Qui,Out,4,10,2024-10-17,13:34:38.821000
14,Pix,19.22,Espresso,Tarde,Qui,Out,4,10,2024-10-17,14:14:36.257000
15,Crédito,30.1,Cortado,Tarde,Qui,Out,4,10,2024-10-17,15:30:00.427000
16,Débito,38.97,Chocolate Quente,Tarde,Qui,Out,4,10,2024-10-17,16:10:05.809000
16,Pix,40.4,Americano com Leite,Tarde,Qui,Out,4,10,2024-10-17,16:27:02.025000
16,Pix,28.26,Americano,Tarde,Qui,Out,4,10,2024-10-17,16:40:37.964000
19,Alimentação,29.87,Americano,Noite,Qui,Out,4,10,2024-10-17,19:18:32.722000
7,Crédito,37.43,Latte,Manhã,Sex,Out,5,10,2024-10-18,07:17:26.122000
11,Alimentação,38.25,Latte,Manhã,Sex,Out,5,10,2024-10-18,11:35:30.062000
11,Débito,40.55,Latte,Manhã,Sex,Out,5,10,2024-10-18,11:43:39.024000
14,Crédito,38.49,Americano com Leite,Tarde,Sex,Out,5,10,2024-10-18,14:25:52.345000
15,Débito,37.57,Cappuccino,Tarde,Sex,Out,5,10,2024-10-18,15:15:47.247000
15,Crédito,27.71,Americano,Tarde,Sex,Out,5,10,2024-10-18,15:28:47.046000
16,Pix,29.07,Americano,Tarde,Sex,Out,5,10,2024-10-18,16:06:50.118000
17,Crédito,36.8,Cappuccino,Tarde,Sex,Out,5,10,2024-10-18,17:11:20.821000
18,Alimentação,40.24,Cappuccino,Noite,Sex,Out,5,10,2024-10-18,18:39:03.044000
19,Alimentação,28.66,Americano,Noite,Sex,Out,5,10,2024-10-18,19:50:29.465000
19,Pix,37.06,Cappuccino,Noite,Sex,Out,5,10,2024-10-18,19:53:44.883000
7,Crédito,39.04,Latte,Manhã,Sáb,Out,6,10,2024-10-19,07:09:36.155000
8,Alimentação,37.63,Latte,Manhã,Sáb,Out,6,10,2024-10-19,08:39:40.145000
10,Crédito,18.91,Espresso,Manhã,Sáb,Out,6,10,2024-10-19,10:29:25.600000
14,Débito,37.61,Cappuccino,Tarde,Sáb,Out,6,10,2024-10-19,14:13:29.447000
16,Alimentação,37.13,Cappuccino,Tarde,Sáb,Out,6,10,2024-10-19,16:35:38.803000
18,Pix,38.01,Americano com Leite,Noite,Sáb,Out,6,10,2024-10-19,18:11:09.007000
19,Pix,27.81,Americano,Noite,Sáb,Out,6,10,2024-10-19,19:23:45.784000
7,Pix,18.86,Espresso,Manhã,Dom,Out,7,10,2024-10-20,07:31:22.193000
10,Débito,37.5,Cappuccino,Manhã,Dom,Out,7,10,2024-10-20,10:31:20.559000
12,Crédito,40.16,Chocolate Quente,Tarde,Dom,Out,7,10,2024-10-20,12:17:51.027000
13,Crédito,36.83,Cappuccino,Tarde,Dom,Out,7,10,2024-10-20,13:53:51.460000
14,Crédito,28.07,Americano,Tarde,Dom,Out,7,10,2024-10-20,14:49:02.057000
15,Pix,39.34,Latte,Tarde,Dom,Out,7,10,2024-10-20,15:09:38.290000
20,Alimentação,40.24,Americano com Leite,Noite,Dom,Out,7,10,2024-10-20,20:44:59.227000
7,Alimentação,28.82,Americano,Manhã,Seg,Out,1,10,2024-10-21,07:02:08.730000
7,Crédito,27.97,Cacau,Manhã,Seg,Out,1,10,2024-10-21,07:26:35.506000
8,Débito,27.61,Americano,Manhã,Seg,Out,1,10,2024-10-21,08:43:24.542000
9,Alimentação,39.19,Latte,Manhã,Seg,Out,1,10,2024-10-21,09:10:29.520000
10,Crédito,37.97,Latte,Manhã,Seg,Out,1,10,2024-10-21,10:24:10.679000
15,Crédito,39.45,Americano com Leite,Tarde,Seg,Out,1,10,2024-10-21,15:03:52.674000
17,Crédito,18.55,Espresso,Tarde,Seg,Out,1,10,2024-10-21,17:32:51.183000
7,Débito,28.3,Cortado,Manhã,Ter,Out,2,10,2024-10-22,07:10:41.263000
11,Crédito,39.98,Cappuccino,Manhã,Ter,Out,2,10,2024-10-22,11:30:55.849000
13,Crédito,40.52,Cappuccino,Tarde,Ter,Out,2,10,2024-10-22,13:26:01.733000
14,Crédito,38.4,Cappuccino,Tarde,Ter,Out,2,10,2024-10-22,14:02:26.801000
15,Pix,27.61,Cortado,Tarde,Ter,Out,2,10,2024-10-22,15:12:55.703000
15,Pix,18.71,Espresso,Tarde,Ter,Out,2,10,2024-10-22,15:15:30.128000
16,Débito,37.92,Cappuccino,Tarde,Ter,Out,2,10,2024-10-22,16:32:58.108000
17,Crédito,39.98,Latte,Tarde,Ter,Out,2,10,2024-10-22,17:53:53.844000
20,Pix,29.58,Cacau,Noite,Ter,Out,2,10,2024-10-22,20:42:56.391000
10,Pix,40.21,Cappuccino,Manhã,Qua,Out,3,10,2024-10-23,10:03:40.263000
10,Alimentação,38.66,Cappuccino,Manhã,Qua,Out,3,10,2024-10-23,10:29:56.967000
10,Alimentação,39.88,Latte,Manhã,Qua,Out,3,10,2024-10-23,10:53:00.289000
11,Crédito,40.44,Cappuccino,Manhã,Qua,Out,3,10,2024-10-23,11:02:10.087000
11,Débito,39.97,Chocolate Quente,Manhã,Qua,Out,3,10,2024-10-23,11:36:14.045000
12,Crédito,40.04,Americano com Leite,Tarde,Qua,Out,3,10,2024-10-23,12:16:36.509000
13,Crédito,29.84,Cacau,Tarde,Qua,Out,3,10,2024-10-23,13:07:30.726000
13,Alimentação,38.21,Americano com Leite,Tarde,Qua,Out,3,10,2024-10-23,13:41:43.211000
14,Alimentação,38.73,Americano com Leite,Tarde,Qua,Out,3,10,2024-10-23,14:02:20.388000
20,Débito,36.89,Chocolate Quente,Noite,Qua,Out,3,10,2024-10-23,20:36:57.582000
10,Débito,38.49,Cappuccino,Manhã,Qui,Out,4,10,2024-10-24,10:35:18.422000
12,Alimentação,29.01,Americano,Tarde,Qui,Out,4,10,2024-10-24,12:07:33.152000
14,Alimentação,38.33,Americano com Leite,Tarde,Qui,Out,4,10,2024-10-24,14:26:37.096000
15,Crédito,39.81,Cappuccino,Tarde,Qui,Out,4,10,2024-10-24,15:01:11.391000
6,Alimentação,37.92,Cappuccino,Manhã,Sex,Out,5,10,2024-10-25,06:30:32.431000
7,Pix,30.24,Cacau,Manhã,Sex,Out,5,10,2024-10-25,07:06:46.713000
8,Crédito,18.28,Espresso,Manhã,Sex,Out,5,10,2024-10-25,08:00:02.823000
11,Pix,40.53,Cappuccino,Manhã,Sex,Out,5,10,2024-10-25,11:30:45.343000
14,Pix,18.72,Espresso,Tarde,Sex,Out,5,10,2024-10-25,14:33:51.585000
15,Crédito,19.14,Espresso,Tarde,Sex,Out,5,10,2024-10-25,15:45:19.132000
8,Pix,29.94,Americano,Manhã,Sáb,Out,6,10,2024-10-26,08:14:02.094000
10,Alimentação,40.54,Chocolate Quente,Manhã,Sáb,Out,6,10,2024-10-26,10:55:43.794000
13,Pix,28.53,Cortado,Tarde,Sáb,Out,6,10,2024-10-26,13:03:54.583000
13,Débito,36.84,Latte,Tarde,Sáb,Out,6,10,2024-10-26,13:55:07.096000
16,Pix,39.89,Latte,Tarde,Sáb,Out,6,10,2024-10-26,16:33:03.120000
16,Alimentação,37.22,Latte,Tarde,Sáb,Out,6,10,2024-10-26,16:58:46.934000
8,Pix,28.6,Americano,Manhã,Dom,Out,7,10,2024-10-27,08:21:56.048000
8,Crédito,40.19,Cappuccino,Manhã,Dom,Out,7,10,2024-10-27,08:35:39.335000
9,Débito,18.13,Espresso,Manhã,Dom,Out,7,10,2024-10-27,09:18:34.768000
10,Alimentação,39.24,Latte,Manhã,Dom,Out,7,10,2024-10-27,10:54:14.016000
15,Pix,30.21,Cortado,Tarde,Dom,Out,7,10,2024-10-27,15:08:29.081000
17,Débito,29.04,Cacau,Tarde,Dom,Out,7,10,2024-10-27,17:01:36.100000
17,Crédito,29.53,Americano,Tarde,Dom,Out,7,10,2024-10-27,17:25:43.467000
18,Pix,18.37,Espresso,Noite,Dom,Out,7,10,2024-10-27,18:57:03.780000
9,Débito,27.58,Americano,Manhã,Seg,Out,1,10,2024-10-28,09:49:30.024000
11,Alimentação,38.47,Cappuccino,Manhã,Seg,Out,1,10,2024-10-28,11:07:17.685000
11,Alimentação,28.21,Cacau,Manhã,Seg,Out,1,10,2024-10-28,11:34:10.492000
13,Alimentação,38.13,Latte,Tarde,Seg,Out,1,10,2024-10-28,13:40:20.727000
14,Crédito,30.05,Cortado,Tarde,Seg,Out,1,10,2024-10-28,14:00:14.021000
15,Pix,38.83,Cappuccino,Tarde,Seg,Out,1,10,2024-10-28,15:30:39.829000
16,Alimentação,39.19,Cappuccino,Tarde,Seg,Out,1,10,2024-10-28,16:02:19.964000
19,Alimentação,28.9,Cortado,Noite,Seg,Out,1,10,2024-10-28,19:09:43.085000
19,Débito,38.5,Latte,Noite,Seg,Out,1,10,2024-10-28,19:27:34.794000
20,Alimentação,38.25,Latte,Noite,Seg,Out,1,10,2024-10-28,20:35:57.771000
8,Pix,17.95,Espresso,Manhã,Ter,Out,2,10,2024-10-29,08:21:51.881000
8,Crédito,39.19,Cappuccino,Manhã,Ter,Out,2,10,2024-10-29,08:36:50.401000
9,Crédito,38.77,Cappuccino,Manhã,Ter,Out,2,10,2024-10-29,09:15:19.905000
9,Pix,37.6,Americano com Leite,Manhã,Ter,Out,2,10,2024-10-29,09:18:51.457000
11,Pix,19.09,Espresso,Manhã,Ter,Out,2,10,2024-10-29,11:17:46.549000
12,Crédito,39.13,Americano com Leite,Tarde,Ter,Out,2,10,2024-10-29,12:15:41.592000
13,Alimentação,37.72,Americano com Leite,Tarde,Ter,Out,2,10,2024-10-29,13:30:00.646000
15,Débito,18.55,Espresso,Tarde,Ter,Out,2,10,2024-10-29,15:04:54.525000
15,Pix,38.65,Cappuccino,Tarde,Ter,Out,2,10,2024-10-29,15:33:04.896000
16,Débito,38.0,Latte,Tarde,Ter,Out,2,10,2024-10-29,16:39:31.248000
17,Pix,28.73,Cacau,Tarde,Ter,Out,2,10,2024-10-29,17:30:23.714000
18,Alimentação,18.03,Espresso,Noite,Ter,Out,2,10,2024-10-29,18:26:38.937000
11,Crédito,39.72,Americano com Leite,Manhã,Qua,Out,3,10,2024-10-30,11:45:18.104000
13,Crédito,39.66,Americano com Leite,Tarde,Qua,Out,3,10,2024-10-30,13:01:48.739000
6,Débito,39.39,Latte,Manhã,Qui,Out,4,10,2024-10-31,06:16:56.793000
9,Pix,17.83,Espresso,Manhã,Qui,Out,4,10,2024-10-31,09:44:45.764000
10,Pix,30.27,Cortado,Manhã,Qui,Out,4,10,2024-10-31,10:26:41.575000
13,Crédito,40.41,Cappuccino,Tarde,Qui,Out,4,10,2024-10-31,13:02:19.623000
14,Débito,18.55,Espresso,Tarde,Qui,Out,4,10,2024-10-31,14:06:52.592000
18,Pix,37.03,Latte,Noite,Qui,Out,4,10,2024-10-31,18:10:02.953000
20,Alimentação,36.96,Chocolate Quente,Noite,Qui,Out,4,10,2024-10-31,20:33:16.282000
10,Alimentação,40.3,Cappuccino,Manhã,Sex,Nov,5,11,2024-11-01,10:07:56.646000
12,Alimentação,40.34,Latte,Tarde,Sex,Nov,5,11,2024-11-01,12:25:40.755000
12,Pix,36.83,Latte,Tarde,Sex,Nov,5,11,2024-11-01,12:38:50.459000
13,Débito,38.0,Cappuccino,Tarde,Sex,Nov,5,11,2024-11-01,13:54:09.857000
15,Pix,38.06,Latte,Tarde,Sex,Nov,5,11,2024-11-01,15:26:08.677000
15,Débito,36.93,Cappuccino,Tarde,Sex,Nov,5,11,2024-11-01,15:38:35.494000
21,Alimentação,17.59,Espresso,Noite,Sex,Nov,5,11,2024-11-01,21:18:12.000000
7,Alimentação,39.62,Cappuccino,Manhã,Sáb,Nov,6,11,2024-11-02,07:26:38.746000
13,Débito,28.42,Cortado,Tarde,Sáb,Nov,6,11,2024-11-02,13:55:06.157000
14,Alimentação,38.77,Cappuccino,Tarde,Sáb,Nov,6,11,2024-11-02,14:37:25.616000
14,Alimentação,37.17,Cappuccino,Tarde,Sáb,Nov,6,11,2024-11-02,14:51:14.572000
8,Alimentação,29.33,Americano,Manhã,Dom,Nov,7,11,2024-11-03,08:06:06.576000
10,Débito,39.98,Americano com Leite,Manhã,Dom,Nov,7,11,2024-11-03,10:12:19.314000
20,Pix,27.88,Americano,Noite,Dom,Nov,7,11,2024-11-03,20:38:50.894000
8,Pix,38.32,Cappuccino,Manhã,Seg,Nov,1,11,2024-11-04,08:27:49.275000
8,Débito,30.26,Americano,Manhã,Seg,Nov,1,11,2024-11-04,08:56:07.076000
9,Crédito,29.33,Americano,Manhã,Seg,Nov,1,11,2024-11-04,09:07:22.776000
13,Débito,40.31,Cappuccino,Tarde,Seg,Nov,1,11,2024-11-04,13:53:14.297000
14,Débito,38.21,Latte,Tarde,Seg,Nov,1,11,2024-11-04,14:29:29.786000
14,Crédito,17.98,Espresso,Tarde,Seg,Nov,1,11,2024-11-04,14:30:14.663000
14,Crédito,28.35,Americano,Tarde,Seg,Nov,1,11,2024-11-04,14:52:54.212000
16,Débito,37.52,Americano com Leite,Tarde,Seg,Nov,1,11,2024-11-04,16:35:54.055000
18,Alimentação,28.98,Cacau,Noite,Seg,Nov,1,11,2024-11-04,18:28:45.911000
7,Alimentação,37.0,Chocolate Quente,Manhã,Ter,Nov,2,11,2024-11-05,07:27:48.532000
8,Pix,30.16,Cortado,Manhã,Ter,Nov,2,11,2024-11-05,08:52:28.031000
9,Crédito,39.23,Cappuccino,Manhã,Ter,Nov,2,11,2024-11-05,09:37:41.291000
9,Alimentação,40.07,Cappuccino,Manhã,Ter,Nov,2,11,2024-11-05,09:58:43.347000
11,Pix,28.45,Americano,Manhã,Ter,Nov,2,11,2024-11-05,11:44:23.372000
13,Pix,37.05,Cappuccino,Tarde,Ter,Nov,2,11,2024-11-05,13:10:58.004000
14,Débito,37.58,Latte,Tarde,Ter,Nov,2,11,2024-11-05,14:51:17.799000
18,Pix,38.23,Cappuccino,Noite,Ter,Nov,2,11,2024-11-05,18:21:43.516000
8,Crédito,27.87,Americano,Manhã,Qua,Nov,3,11,2024-11-06,08:21:11.778000
11,Crédito,29.6,Cortado,Manhã,Qua,Nov,3,11,2024-11-06,11:06:22.790000
13,Crédito,37.53,Latte,Tarde,Qua,Nov,3,11,2024-11-06,13:24:37.160000
13,Pix,30.08,Americano,Tarde,Qua,Nov,3,11,2024-11-06,13:49:25.942000
14,Pix,19.04,Espresso,Tarde,Qua,Nov,3,11,2024-11-06,14:44:22.537000
17,Alimentação,29.77,Cacau,Tarde,Qua,Nov,3,11,2024-11-06,17:38:42.888000
20,Pix,19.03,Espresso,Noite,Qua,Nov,3,11,2024-11-06,20:56:31.214000
21,Débito,37.75,Chocolate Quente,Noite,Qua,Nov,3,11,2024-11-06,21:46:01.311000
9,Crédito,28.88,Americano,Manhã,Qui,Nov,4,11,2024-11-07,09:12:50.142000
9,Débito,36.78,Americano com Leite,Manhã,Qui,Nov,4,11,2024-11-07,09:46:30.656000
11,Pix,29.43,Cortado,Manhã,Qui,Nov,4,11,2024-11-07,11:21:51.563000
11,Alimentação,38.09,Cappuccino,Manhã,Qui,Nov,4,11,2024-11-07,11:23:19.184000
11,Débito,38.53,Chocolate Quente,Manhã,Qui,Nov,4,11,2024-11-07,11:44:02.932000
13,Débito,17.82,Espresso,Tarde,Qui,Nov,4,11,2024-11-07,13:54:03.519000
14,Pix,38.17,Cappuccino,Tarde,Qui,Nov,4,11,2024-11-07,14:41:42.467000
14,Débito,27.52,Americano,Tarde,Qui,Nov,4,11,2024-11-07,14:59:21.012000
15,Pix,40.39,Chocolate Quente,Tarde,Qui,Nov,4,11,2024-11-07,15:49:32.409000
18,Débito,39.47,Chocolate Quente,Noite,Qui,Nov,4,11,2024-11-07,18:50:50.707000
9,Alimentação,37.2,Cappuccino,Manhã,Sex,Nov,5,11,2024-11-08,09:38:51.516000
10,Crédito,37.93,Cappuccino,Manhã,Sex,Nov,5,11,2024-11-08,10:46:25.052000
14,Alimentação,28.85,Americano,Tarde,Sex,Nov,5,11,2024-11-08,14:05:38.741000
14,Débito,38.47,Cappuccino,Tarde,Sex,Nov,5,11,2024-11-08,14:10:17.314000
14,Crédito,37.16,Cappuccino,Tarde,Sex,Nov,5,11,2024-11-08,14:23:43.168000
16,Débito,39.43,Americano com Leite,Tarde,Sex,Nov,5,11,2024-11-08,16:17:38.560000
16,Alimentação,28.83,Americano,Tarde,Sex,Nov,5,11,2024-11-08,16:18:20.472000
8,Pix,29.55,Americano,Manhã,Sáb,Nov,6,11,2024-11-09,08:44:34.619000
9,Crédito,37.61,Cappuccino,Manhã,Sáb,Nov,6,11,2024-11-09,09:46:08.007000
9,Pix,28.59,Cacau,Manhã,Sáb,Nov,6,11,2024-11-09,09:47:29.866000
10,Crédito,38.27,Latte,Manhã,Sáb,Nov,6,11,2024-11-09,10:20:18.860000
11,Alimentação,40.02,Americano com Leite,Manhã,Sáb,Nov,6,11,2024-11-09,11:21:28.849000
11,Débito,37.82,Cappuccino,Manhã,Sáb,Nov,6,11,2024-11-09,11:43:33.737000
6,Pix,40.6,Cappuccino,Manhã,Dom,Nov,7,11,2024-11-10,06:50:26.087000
8,Pix,38.75,Americano com Leite,Manhã,Dom,Nov,7,11,2024-11-10,08:09:49.420000
8,Pix,39.6,Cappuccino,Manhã,Dom,Nov,7,11,2024-11-10,08:36:26.672000
9,Alimentação,28.19,Americano,Manhã,Dom,Nov,7,11,2024-11-10,09:39:28.044000
16,Crédito,28.99,Americano,Tarde,Dom,Nov,7,11,2024-11-10,16:07:33.681000
18,Débito,29.17,Americano,Noite,Dom,Nov,7,11,2024-11-10,18:33:36.852000
13,Pix,38.4,Americano com Leite,Tarde,Seg,Nov,1,11,2024-11-11,13:14:12.127000
18,Alimentação,39.46,Cappuccino,Noite,Seg,Nov,1,11,2024-11-11,18:41:56.538000
7,Alimentação,29.83,Americano,Manhã,Ter,Nov,2,11,2024-11-12,07:13:20.584000
8,Alimentação,38.46,Cappuccino,Manhã,Ter,Nov,2,11,2024-11-12,08:05:17.184000
8,Pix,39.06,Latte,Manhã,Ter,Nov,2,11,2024-11-12,08:14:31.112000
8,Pix,18.23,Espresso,Manhã,Ter,Nov,2,11,2024-11-12,08:42:39.284000
9,Crédito,19.32,Espresso,Manhã,Ter,Nov,2,11,2024-11-12,09:03:14.530000
10,Pix,36.93,Latte,Manhã,Ter,Nov,2,11,2024-11-12,10:08:17.783000
10,Débito,40.39,Americano com Leite,Manhã,Ter,Nov,2,11,2024-11-12,10:36:43.168000
14,Alimentação,39.2,Cappuccino,Tarde,Ter,Nov,2,11,2024-11-12,14:12:17.052000
15,Crédito,28.37,Cortado,Tarde,Ter,Nov,2,11,2024-11-12,15:53:27.351000
16,Alimentação,28.87,Cortado,Tarde,Ter,Nov,2,11,2024-11-12,16:52:51.027000
16,Débito,40.25,Americano com Leite,Tarde,Ter,Nov,2,11,2024-11-12,16:54:42.759000
17,Débito,38.23,Cappuccino,Tarde,Ter,Nov,2,11,2024-11-12,17:39:06.930000
19,Alimentação,17.78,Espresso,Noite,Ter,Nov,2,11,2024-11-12,19:36:49.882000
20,Alimentação,38.59,Americano com Leite,Noite,Ter,Nov,2,11,2024-11-12,20:10:00.268000
20,Pix,39.05,Chocolate Quente,Noite,Ter,Nov,2,11,2024-11-12,20:41:28.401000
9,Débito,39.57,Cappuccino,Manhã,Qua,Nov,3,11,2024-11-13,09:07:13.759000
9,Débito,40.61,Cappuccino,Manhã,Qua,Nov,3,11,2024-11-13,09:17:49.117000
10,Alimentação,30.29,Americano,Manhã,Qua,Nov,3,11,2024-11-13,10:27:05.037000
10,Débito,38.66,Latte,Manhã,Qua,Nov,3,11,2024-11-13,10:49:29.110000
14,Crédito,36.94,Latte,Tarde,Qua,Nov,3,11,2024-11-13,14:58:14.070000
14,Débito,39.36,Chocolate Quente,Tarde,Qua,Nov,3,11,2024-11-13,14:58:24.663000
15,Alimentação,27.9,Americano,Tarde,Qua,Nov,3,11,2024-11-13,15:56:07.728000
16,Crédito,29.21,Americano,Tarde,Qua,Nov,3,11,2024-11-13,16:04:20.948000
20,Alimentação,37.0,Cappuccino,Noite,Qua,Nov,3,11,2024-11-13,20:40:08.115000
6,Débito,27.49,Cacau,Manhã,Qui,Nov,4,11,2024-11-14,06:25:25.286000
8,Crédito,28.11,Cortado,Manhã,Qui,Nov,4,11,2024-11-14,08:24:36.402000
16,Pix,18.37,Espresso,Tarde,Qui,Nov,4,11,2024-11-14,16:05:08.140000
11,Crédito,27.61,Americano,Manhã,Sex,Nov,5,11,2024-11-15,11:19:32.409000
11,Crédito,40.14,Cappuccino,Manhã,Sex,Nov,5,11,2024-11-15,11:36:27.032000
13,Crédito,37.03,Cappuccino,Tarde,Sex,Nov,5,11,2024-11-15,13:02:59.889000
15,Débito,39.61,Chocolate Quente,Tarde,Sex,Nov,5,11,2024-11-15,15:12:43.970000
15,Pix,29.06,Cacau,Tarde,Sex,Nov,5,11,2024-11-15,15:16:11.120000
15,Débito,37.93,Chocolate Quente,Tarde,Sex,Nov,5,11,2024-11-15,15:17:26.195000
15,Débito,28.13,Americano,Tarde,Sex,Nov,5,11,2024-11-15,15:50:37.652000
9,Pix,37.31,Americano com Leite,Manhã,Sáb,Nov,6,11,2024-11-16,09:10:30.759000
9,Pix,39.65,Chocolate Quente,Manhã,Sáb,Nov,6,11,2024-11-16,09:12:06.501000
9,Pix,37.68,Cappuccino,Manhã,Sáb,Nov,6,11,2024-11-16,09:28:48.301000
14,Alimentação,37.57,Cappuccino,Tarde,Sáb,Nov,6,11,2024-11-16,14:23:22.880000
8,Crédito,39.93,Cappuccino,Manhã,Dom,Nov,7,11,2024-11-17,08:27:05.969000
11,Pix,28.6,Cortado,Manhã,Dom,Nov,7,11,2024-11-17,11:41:35.881000
12,Alimentação,37.34,Cappuccino,Tarde,Dom,Nov,7,11,2024-11-17,12:59:49.295000
14,Crédito,36.93,Cappuccino,Tarde,Dom,Nov,7,11,2024-11-17,14:28:32.226000
15,Débito,38.71,Cappuccino,Tarde,Dom,Nov,7,11,2024-11-17,15:20:24.717000
15,Crédito,39.99,Latte,Tarde,Dom,Nov,7,11,2024-11-17,15:25:36.565000
6,Débito,39.35,Latte,Manhã,Seg,Nov,1,11,2024-11-18,06:01:16.926000
7,Débito,38.91,Cappuccino,Manhã,Seg,Nov,1,11,2024-11-18,07:00:12.120000
8,Débito,39.32,Cappuccino,Manhã,Seg,Nov,1,11,2024-11-18,08:10:11.579000
9,Crédito,39.68,Latte,Manhã,Seg,Nov,1,11,2024-11-18,09:40:11.783000
9,Pix,37.61,Americano com Leite,Manhã,Seg,Nov,1,11,2024-11-18,09:52:51.199000
8,Crédito,29.36,Cortado,Manhã,Ter,Nov,2,11,2024-11-19,08:15:49.949000
9,Crédito,19.32,Espresso,Manhã,Ter,Nov,2,11,2024-11-19,09:31:59.944000
10,Crédito,37.73,Cappuccino,Manhã,Ter,Nov,2,11,2024-11-19,10:41:19.270000
14,Pix,18.85,Espresso,Tarde,Ter,Nov,2,11,2024-11-19,14:31:48.364000
16,Pix,17.86,Espresso,Tarde,Ter,Nov,2,11,2024-11-19,16:12:08.507000
21,Crédito,18.04,Espresso,Noite,Ter,Nov,2,11,2024-11-19,21:04:40.421000
21,Alimentação,39.67,Latte,Noite,Ter,Nov,2,11,2024-11-19,21:43:52.097000
7,Pix,37.87,Americano com Leite,Manhã,Qua,Nov,3,11,2024-11-20,07:55:25.451000
9,Crédito,19.26,Espresso,Manhã,Qua,Nov,3,11,2024-11-20,09:07:04.634000
10,Débito,29.4,Americano,Manhã,Qua,Nov,3,11,2024-11-20,10:30:43.026000
11,Alimentação,38.3,Cappuccino,Manhã,Qua,Nov,3,11,2024-11-20,11:50:46.863000
14,Alimentação,29.88,Americano,Tarde,Qua,Nov,3,11,2024-11-20,14:08:17.419000
15,Débito,18.33,Espresso,Tarde,Qua,Nov,3,11,2024-11-20,15:43:56.545000
20,Crédito,18.68,Espresso,Noite,Qua,Nov,3,11,2024-11-20,20:10:16.768000
7,Alimentação,29.92,Cortado,Manhã,Qui,Nov,4,11,2024-11-21,07:50:12.389000
7,Pix,37.43,Americano com Leite,Manhã,Qui,Nov,4,11,2024-11-21,07:52:51.345000
11,Débito,29.63,Americano,Manhã,Qui,Nov,4,11,2024-11-21,11:52:34.484000
13,Crédito,29.31,Americano,Tarde,Qui,Nov,4,11,2024-11-21,13:46:17.202000
14,Pix,38.76,Chocolate Quente,Tarde,Qui,Nov,4,11,2024-11-21,14:16:25.670000
